dataset,model,trial,drift_type,severity,clean_accuracy,drift_accuracy,accuracy_drop,probe_layer,ks_threshold,mmd_threshold,layer1_ks_mean,layer1_ks_max,layer1_mmd,layer2_ks_mean,layer2_ks_max,layer2_mmd,layer3_ks_mean,layer3_ks_max,layer3_mmd,layer4_ks_mean,layer4_ks_max,layer4_mmd,ks_mean,ks_max,pvalue_mean,mmd,ks_alert,mmd_alert,features.3_ks_mean,features.3_ks_max,features.3_mmd,features.4_ks_mean,features.4_ks_max,features.4_mmd,features.6_ks_mean,features.6_ks_max,features.6_mmd,features.8_ks_mean,features.8_ks_max,features.8_mmd
bloodmnist,ResNet-50,1,gaussian_noise,high,0.7,0.24,0.45999999999999996,layer4,0.20775146484374998,0.2032739251852035,0.8836979166666667,1.0,0.8932098150253296,0.784375,1.0,0.9137199521064758,0.6147916666666666,1.0,0.8698061108589172,0.44776041666666666,1.0,0.7262778878211975,0.44776041666666666,1.0,0.06370233977268745,0.7262778878211975,True,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,motion_blur,low,0.7,0.5733333333333334,0.1266666666666666,layer4,0.20775146484374998,0.2032739251852035,0.3115104166666667,1.0,0.28442370891571045,0.28713541666666664,0.9866666666666667,0.3520563542842865,0.3080208333333333,1.0,0.5093696713447571,0.2421875,0.6133333333333333,0.33808600902557373,0.2421875,0.6133333333333333,0.13587103385603555,0.33808600902557373,True,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,motion_blur,medium,0.7,0.5133333333333333,0.18666666666666665,layer4,0.20775146484374998,0.2032739251852035,0.3711979166666667,1.0,0.3847874701023102,0.33687500000000004,1.0,0.444383829832077,0.3335416666666667,1.0,0.5650060772895813,0.26671875,0.7466666666666667,0.38339918851852417,0.26671875,0.7466666666666667,0.12254695710531213,0.38339918851852417,True,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,motion_blur,high,0.7,0.5133333333333333,0.18666666666666665,layer4,0.20775146484374998,0.2032739251852035,0.4296875,1.0,0.4833059012889862,0.38953125,1.0,0.5218597054481506,0.3472395833333334,0.9933333333333333,0.5708094239234924,0.27572916666666664,0.7466666666666667,0.4146151840686798,0.27572916666666664,0.7466666666666667,0.10900875052522482,0.4146151840686798,True,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,brightness_shift,low,0.7,0.68,0.019999999999999907,layer4,0.20775146484374998,0.2032739251852035,0.51265625,1.0,0.6735449433326721,0.3102604166666667,1.0,0.5706138610839844,0.15937500000000002,0.9,0.37540844082832336,0.13651041666666666,0.4,0.15172824263572693,0.13651041666666666,0.4,0.36513262628991927,0.15172824263572693,False,False,,,,,,,,,,,,
bloodmnist,ResNet-50,1,brightness_shift,medium,0.7,0.6866666666666666,0.013333333333333308,layer4,0.20775146484374998,0.2032739251852035,0.7137499999999999,1.0,0.8536655902862549,0.43109375,1.0,0.717289388179779,0.21526041666666668,1.0,0.6192960143089294,0.19223958333333335,0.56,0.23133428394794464,0.19223958333333335,0.56,0.20956968738428736,0.23133428394794464,False,True,,,,,,,,,,,,
bloodmnist,ResNet-50,1,brightness_shift,high,0.7,0.64,0.05999999999999994,layer4,0.20775146484374998,0.2032739251852035,0.82828125,1.0,0.9370786547660828,0.5552604166666667,1.0,0.8229749798774719,0.2863541666666667,1.0,0.7803213596343994,0.2788541666666667,0.92,0.3914112448692322,0.2788541666666667,0.92,0.1438287190438904,0.3914112448692322,True,True,,,,,,,,,,,,
bloodmnist,EfficientNet-B0,1,gaussian_noise,low,0.7533333333333333,0.47333333333333333,0.27999999999999997,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.38093750000000004,0.9933333333333333,0.042980624436051745,0.6339130997657776,True,True,0.77,1.0,0.8983704447746277,0.6840833333333333,1.0,0.8837249875068665,0.47140625,1.0,0.7433202266693115,0.38093750000000004,0.9933333333333333,0.6339130997657776
bloodmnist,EfficientNet-B0,1,gaussian_noise,medium,0.7533333333333333,0.32,0.4333333333333333,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.41942708333333334,0.9933333333333333,0.028289320851350646,0.6797513365745544,True,True,0.835,1.0,0.8932466506958008,0.7640833333333333,1.0,0.8884003162384033,0.4865625,1.0,0.7464898228645325,0.41942708333333334,0.9933333333333333,0.6797513365745544
bloodmnist,EfficientNet-B0,1,gaussian_noise,high,0.7533333333333333,0.26666666666666666,0.48666666666666664,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.48546874999999995,0.9933333333333333,0.015979931566141053,0.727807343006134,True,True,0.8855000000000001,1.0,0.904957115650177,0.7770833333333333,1.0,0.8966374397277832,0.5166666666666666,1.0,0.7766754627227783,0.48546874999999995,0.9933333333333333,0.727807343006134
bloodmnist,EfficientNet-B0,1,motion_blur,low,0.7533333333333333,0.6866666666666666,0.06666666666666665,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.20708333333333334,0.48,0.12251500225422571,0.276164174079895,True,True,0.389,0.98,0.5356391072273254,0.38525,0.9733333333333334,0.5507575273513794,0.20119791666666664,0.54,0.2608843445777893,0.20708333333333334,0.48,0.276164174079895
bloodmnist,EfficientNet-B0,1,motion_blur,medium,0.7533333333333333,0.58,0.17333333333333334,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.27234375,0.6666666666666666,0.09396955020945498,0.3667229413986206,True,True,0.457,0.9733333333333334,0.5858470797538757,0.4059166666666667,0.9866666666666667,0.6204410195350647,0.30380208333333336,0.78,0.4299667775630951,0.27234375,0.6666666666666666,0.3667229413986206
bloodmnist,EfficientNet-B0,1,motion_blur,high,0.7533333333333333,0.5666666666666667,0.18666666666666665,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.26677083333333335,0.76,0.10743432674553526,0.3571282625198364,True,True,0.4716666666666667,0.9666666666666667,0.6261541247367859,0.41600000000000004,0.96,0.6328477263450623,0.32895833333333335,0.8466666666666667,0.464558869600296,0.26677083333333335,0.76,0.3571282625198364
bloodmnist,EfficientNet-B0,1,brightness_shift,low,0.7533333333333333,0.7533333333333333,0.0,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.13859375000000002,0.38666666666666666,0.3642739821327643,0.19094730913639069,False,True,0.4175,0.9,0.524607241153717,0.2639166666666667,0.8466666666666667,0.3499801754951477,0.15942708333333333,0.43333333333333335,0.19577398896217346,0.13859375000000002,0.38666666666666666,0.19094730913639069
bloodmnist,EfficientNet-B0,1,brightness_shift,medium,0.7533333333333333,0.7466666666666667,0.006666666666666599,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.2025,0.62,0.1701141346745027,0.298033207654953,True,True,0.5741666666666667,0.98,0.7369832992553711,0.41100000000000003,0.9466666666666667,0.5918707251548767,0.24213541666666666,0.68,0.33405575156211853,0.2025,0.62,0.298033207654953
bloodmnist,EfficientNet-B0,1,brightness_shift,high,0.7533333333333333,0.66,0.09333333333333327,features.8,0.1972412109375,0.1768185161054134,,,,,,,,,,,,,0.25875000000000004,0.7333333333333333,0.11655322794517492,0.38385164737701416,True,True,0.6818333333333333,1.0,0.8720867037773132,0.5536666666666668,1.0,0.7694105505943298,0.31708333333333333,0.8733333333333333,0.4497447907924652,0.25875000000000004,0.7333333333333333,0.38385164737701416
