dataset,model,trial,ks_threshold,mmd_threshold,clean_accuracy
bloodmnist,ResNet-50,0,0.19992675781249997,0.18299191072583193,0.68
bloodmnist,EfficientNet-B0,0,0.19346923828124998,0.15851704105734823,0.7733333333333333
bloodmnist,ResNet-50,1,0.20775146484374998,0.2032739251852035,0.7
bloodmnist,EfficientNet-B0,1,0.1972412109375,0.1768185161054134,0.7533333333333333
